n,time (classical),T,depth,M tree,M total,T (first solution),depth (first solution),queries (detect),T-depth (detect),T-count (detect),queries (search),T-depth (search),T-count (search),queries (Grover),T-depth (Grover),T-count (Grover)
14,8.248,19033,14,0,0,0,0,88708.58904192458,72120082.89108469,5018209132540.29,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,5.603,19169,14,0,0,0,0,89025.0395142265,72377357.12506615,5036110608228.869,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,8.582,19127,14,0,0,0,0,88927.43231505444,72298002.47213925,5030589008307.406,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,3.265,19193,14,0,0,0,0,89080.76705076537,72422663.61227225,5039263092512.676,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,7.215,19223,14,0,0,0,0,89150.3774972908,72479256.90529741,5043200927419.609,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,3.541,19071,14,0,0,0,0,88797.12252850618,72192060.61567552,5023217436197.216,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,6.813,19109,14,0,0,0,0,88885.56785514388,72263966.66623197,5028220752681.644,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,9.265,19175,14,0,0,0,0,89038.97466738931,72388686.4045875,5036898914227.422,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,7.274,19165,14,0,0,0,0,89015.74820048249,72369803.28699227,5035585002354.77,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,8.856,19051,14,0,0,0,0,88750.53696280968,72154186.55076428,5020582109519.748,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,7.61,19157,14,0,0,0,0,88997.16266370413,72354693.24559146,5034533626029.189,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,5.647,19099,14,0,0,0,0,88862.30130177304,72245050.95834148,5026904573133.876,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,8.62,19159,14,0,0,0,0,89001.80941165499,72358471.05167551,5034796490688.13,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,9.312,19141,14,0,0,0,0,88959.97994447664,72324463.6948595,5032430214587.126,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,9.312,19233,14,0,0,0,0,89173.5689072178,72498111.52156807,5044512856133.042,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,7.167,19073,14,0,0,0,0,88801.77974128624,72195846.92966571,5023480892847.327,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,7.668,19161,14,0,0,0,0,89006.45591707638,72362248.6605831,5035059341627.276,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,9.557,19115,14,0,0,0,0,88899.52486507667,72275313.71530734,5029010295108.867,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,9.33,19121,14,0,0,0,0,88913.47968470326,72286658.98366375,5029799713631.351,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,9.032,19049,14,0,0,0,0,88745.8770616042,72150398.05108422,5020318500786.494,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
14,7.108,19097,14,0,0,0,0,88857.64726023209,72241267.22256869,5026641295879.483,3908799.079482781,3177853651.6195006,221119188680311.88,8243.199999999999,428646.39999999997,52736531455.99999
