n,time (classical),T,depth,M tree,M total,T (first solution),depth (first solution),queries (detect),T-depth (detect),T-count (detect),queries (search),T-depth (search),T-count (search),queries (Grover),T-depth (Grover),T-count (Grover)
10,0.021,1135,10,0,0,0,0,18290.166832023908,14010267.793330314,39664385014.93002,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.018,1143,10,0,0,0,0,18354.591782641153,14059617.305503123,39804098122.48769,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.017,1125,10,0,0,0,0,18209.31551470402,13948335.68426328,39489049392.8664,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.021,1155,10,0,0,0,0,18450.80795064159,14133318.890191456,40012754236.30446,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.016,1149,10,0,0,0,0,18402.762669786407,14096516.205056388,39908562375.42686,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.02,1127,10,0,0,0,0,18225.514435582998,13960744.057656577,39524178664.26513,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.016,1117,10,0,0,0,0,18144.375394257077,13898591.552000921,39348219078.743,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.019,1133,10,0,0,0,0,18274.025149995716,13997903.264896719,39629379872.733406,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.02,1157,10,0,0,0,0,18466.795301061426,14145565.200613052,40047424692.19723,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.013,1159,10,0,0,0,0,18482.76883982717,14157800.931307614,40082065195.88832,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.016,1137,10,0,0,0,0,18306.294298895027,14022621.43295359,39699359329.881134,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.018,1137,10,0,0,0,0,18306.294298895027,14022621.43295359,39699359329.881134,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.011,1141,10,0,0,0,0,18338.506736960215,14047296.160511525,39769215802.89319,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.024,1139,10,0,0,0,0,18322.407588098704,14034964.212483607,39734302898.887436,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.017,1155,10,0,0,0,0,18450.80795064159,14133318.890191456,40012754236.30446,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.011,1157,10,0,0,0,0,18466.795301061426,14145565.200613052,40047424692.19723,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.027,1105,10,0,0,0,0,18046.5276155208,13823640.153488934,39136024624.51549,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.009,1087,10,0,0,0,0,17898.75430995486,13710445.801425423,38815560774.14569,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.01,1141,10,0,0,0,0,18338.506736960215,14047296.160511525,39769215802.89319,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.019,1127,10,0,0,0,0,18225.514435582998,13960744.057656577,39524178664.26513,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.017,1163,10,0,0,0,0,18514.67462518014,14182240.762887988,40151256656.30891,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
10,0.02,1145,10,0,0,0,0,18370.662762140786,14071927.675799843,39838949937.908226,578472.3241572193,443109800.30442995,1254485494669.1804,2060.7999999999997,78310.4,382249548.79999995
