n,time (classical),T,depth,M tree,M total,T (first solution),depth (first solution),queries (detect),T-depth (detect),T-count (detect),queries (search),T-depth (search),T-count (search),queries (Grover),T-depth (Grover),T-count (Grover)
10,0.005,613,10,0,0,0,0,13435.607248476155,10130447.865351021,16457355932.301933,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.005,697,10,0,0,0,0,14328.097949050985,10803385.853584442,17550573146.380245,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.005,637,10,0,0,0,0,13696.53023992848,10327183.800906073,16776962070.069834,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.005,661,10,0,0,0,0,13952.582669065694,10520247.332475534,17090602226.834583,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.005,675,10,0,0,0,0,14099.802890561172,10631251.379483124,17270933159.46572,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.006,707,10,0,0,0,0,14430.676443489356,10880730.038390974,17676222159.688774,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.005,689,10,0,0,0,0,14245.50419740613,10741110.164844222,17449403564.42795,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.005,655,10,0,0,0,0,13889.011382470735,10472314.582382934,17012733376.456697,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.005,671,10,0,0,0,0,14057.897035690356,10599654.364910528,17219602426.39933,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
10,0.006,661,10,0,0,0,0,13952.582669065694,10520247.332475534,17090602226.834583,404755.68001296,305185782.72977185,495787660981.9548,2060.7999999999997,74188.79999999999,164769203.2
