n,time (classical),T,depth,M tree,M total,T (first solution),depth (first solution),queries (detect),T-depth (detect),T-count (detect),queries (search),T-depth (search),T-count (search),queries (Grover),T-depth (Grover),T-count (Grover)
10,0.0,149,10,0,0,0,0,6612.788647998639,4952978.697350981,3556258543.063948,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,205,10,0,0,0,0,7760.334321736496,5812490.406980636,4173391393.2150617,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,195,10,0,0,0,0,7568.148975886148,5668543.582938725,4070036996.996932,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,165,9,0,0,0,0,6959.9285836693025,5212986.509168307,3742945193.368596,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,159,10,0,0,0,0,6831.811548885312,5117026.850115099,3674045773.8172874,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,249,10,0,0,0,0,8554.948174193298,6407656.18247078,4600722803.858542,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,207,9,0,0,0,0,7798.204718065244,5840855.333830868,4193757524.3047175,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,177,9,0,0,0,0,7209.357297065353,5399808.61550195,3877084214.0022907,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,173,9,0,0,0,0,7127.181250603711,5338258.75670218,3832891168.855917,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,183,10,0,0,0,0,7330.89980257474,5490843.95212848,3942447950.3276563,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,137,10,0,0,0,0,6340.01740631903,4748673.037332953,3409566260.8572793,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,149,9,0,0,0,0,6612.788647998639,4952978.697350981,3556258543.063948,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,161,10,0,0,0,0,6874.781632430552,5149211.442690483,3697154440.1966643,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,201,10,0,0,0,0,7684.035293028811,5755342.434478579,4132358920.061499,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,199,10,0,0,0,0,7645.601106461793,5726555.228739883,4111689591.0385556,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,165,10,0,0,0,0,6959.9285836693025,5212986.509168307,3742945193.368596,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,153,10,0,0,0,0,6701.253946486346,5019239.205918273,3603833853.6111593,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,237,10,0,0,0,0,8345.721193310103,6250945.1737892665,4488203671.944274,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,253,10,0,0,0,0,8623.565505163066,6459050.563367136,4637624175.194119,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,137,9,0,0,0,0,6340.01740631903,4748673.037332953,3409566260.8572793,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,201,9,0,0,0,0,7684.035293028811,5755342.434478579,4132358920.061499,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,229,10,0,0,0,0,8203.280696614875,6144257.241764541,4411601309.42903,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,227,9,0,0,0,0,8167.283512890985,6117295.351155347,4392242563.980078,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,237,10,0,0,0,0,8345.721193310103,6250945.1737892665,4488203671.944274,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,143,10,0,0,0,0,6477.833850131331,4851897.553748367,3483681877.092878,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,137,10,0,0,0,0,6340.01740631903,4748673.037332953,3409566260.8572793,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
10,0.0,177,10,0,0,0,0,7209.357297065353,5399808.61550195,3877084214.0022907,195238.4880025406,146233627.5139029,104996330270.4463,2060.7999999999997,53580.799999999996,10213324.799999999
