n,time (classical),T,depth,M tree,M total,T (first solution),depth (first solution),queries (detect),T-depth (detect),T-count (detect),queries (search),T-depth (search),T-count (search),queries (Grover),T-depth (Grover),T-count (Grover)
10,0.002,531,10,4,4,116,10,12503.17882165904,9377384.116244279,10044278668.233929,404755.68001296,303566760.00971997,325155618470.2512,107.95606685338727,3670.506273015167,3613721.3818502855
10,0.003,493,10,1,1,109,10,12046.67706240927,9035007.796806952,9677553457.961739,281985.22061076347,211488915.4580726,226529443155.0095,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,535,10,1,1,405,10,12550.267515968499,9412700.636976374,10082106805.743101,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,557,10,1,1,11,10,12806.166258402034,9604624.693801526,10287679989.692173,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,507,10,3,3,112,10,12216.84292940894,9162632.197056705,9814254165.22552,281985.22061076347,211488915.4580726,226529443155.0095,124.22161529271375,4223.534919952268,4158194.3503083
10,0.002,523,10,1,1,169,10,12408.466347954307,9306349.760965731,9968192539.032917,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.003,539,10,1,1,146,10,12597.180513132069,9447885.384849051,10119793799.05849,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.003,535,10,2,2,481,10,12550.267515968499,9412700.636976374,10082106805.743101,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,533,10,2,2,66,10,12526.745254392381,9395058.940794285,10063210479.173067,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,559,10,2,2,125,10,12829.177129330505,9621882.846997878,10306165496.722109,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,545,10,2,2,286,10,12667.224837170243,9500418.627877682,10176063066.242668,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,509,10,2,2,451,10,12240.959597722376,9180719.698291782,9833628001.315098,281985.22061076347,211488915.4580726,226529443155.0095,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,553,10,2,2,263,10,12760.02025069944,9570015.188024579,10250609148.156385,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,527,10,2,2,128,10,12455.912441244625,9341934.330933468,10006307788.724575,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,535,10,3,3,17,10,12550.267515968499,9412700.636976374,10082106805.743101,404755.68001296,303566760.00971997,325155618470.2512,124.22161529271375,4223.534919952268,4158194.3503083
10,0.002,519,10,1,1,367,10,12360.838476191084,9270628.857143313,9929931259.786392,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.003,607,10,1,1,582,10,13369.582231774453,10027186.67383084,10740293450.909225,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.003,565,10,1,1,150,10,12897.963864881764,9673472.898661323,10361424495.286386,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,491,10,1,1,320,10,12022.171410689174,9016628.558016881,9657867136.72022,281985.22061076347,211488915.4580726,226529443155.0095,216.67124862880527,7366.822453379379,7252853.376600628
10,0.004,583,10,1,1,92,10,13102.161252314712,9826620.939236034,10525464016.111996,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,593,10,3,3,139,10,13214.243228447796,9910682.421335848,10615503726.654797,404755.68001296,303566760.00971997,325155618470.2512,124.22161529271375,4223.534919952268,4158194.3503083
10,0.003,517,10,2,2,320,10,12336.955717009107,9252716.78775683,9910745331.79066,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,511,10,4,4,368,10,12265.028934395108,9198771.70079633,9852963814.099098,281985.22061076347,211488915.4580726,226529443155.0095,107.95606685338727,3670.506273015167,3613721.3818502855
10,0.003,571,10,1,1,258,10,12966.3863377557,9724789.753316775,10416390867.79999,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,537,10,2,2,403,10,12573.745853833585,9430309.39037519,10100967846.726965,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
10,0.002,577,10,1,1,156,10,13034.450274282835,9775837.705712127,10471069214.441824,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,531,10,1,1,421,10,12503.17882165904,9377384.116244279,10044278668.233929,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,539,10,1,1,98,10,12597.180513132069,9447885.384849051,10119793799.05849,404755.68001296,303566760.00971997,325155618470.2512,216.67124862880527,7366.822453379379,7252853.376600628
10,0.002,501,10,2,2,88,10,12144.206117375823,9108154.588031868,9755902253.92046,281985.22061076347,211488915.4580726,226529443155.0095,150.9692952005997,5132.95603682039,5053546.187544875
10,0.003,551,10,2,2,99,10,12736.884664518986,9552663.49838924,10232023452.625353,404755.68001296,303566760.00971997,325155618470.2512,150.9692952005997,5132.95603682039,5053546.187544875
11,0.003,783,11,2,2,314,11,15930.073724146749,11947555.293110061,14883372300.027962,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.003,799,11,1,1,721,11,16092.238810956278,12069179.108217208,15034882167.643585,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.003,745,11,2,2,276,11,15538.160130870634,11653620.098152975,14517209781.311647,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.004,825,11,1,1,513,11,16352.33230346936,12264249.22760202,15277885957.137602,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.004,777,11,4,4,168,11,15868.835198956025,11901626.399217019,14826157513.37342,467060.8670949125,350295650.3211844,436372165761.57416,144.34056196408565,4907.579106778912,5321692.179053874
11,0.003,789,11,2,2,276,11,15991.078072288325,11993308.554216243,14940368296.470549,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.003,747,11,2,2,205,11,15559.032913081614,11669274.68481121,14536711096.494673,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.004,801,11,2,2,364,11,16112.39485168903,12084296.138766773,15053713835.563951,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.004,789,11,2,2,263,11,15991.078072288325,11993308.554216243,14940368296.470549,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.004,897,11,1,1,748,11,17051.926973092803,12788945.229819601,15931513059.398767,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.003,769,11,2,2,128,11,15786.814851785348,11840111.13883901,14749526395.13394,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.004,871,11,2,2,68,11,16802.651399620645,12601988.549715484,15698616386.757172,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.004,807,11,1,1,694,11,16172.712465871842,12129534.349403882,15110068220.589268,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.003,813,11,7,7,368,11,16232.806271436699,12174604.703577524,15166213502.56568,467060.8670949125,350295650.3211844,436372165761.57416,110.38824700872982,3753.200398296814,4069904.27896486
11,0.004,855,11,1,1,269,11,16647.398445612107,12485548.83420908,15553564483.344717,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.003,733,11,1,1,112,11,15412.330709253707,11559248.03194028,14399648107.671482,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.004,833,11,2,2,342,11,16431.533976752202,12323650.482564151,15351883605.275723,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.004,795,11,1,1,355,11,16051.850909499264,12038888.182124449,14997147993.639706,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.005,811,11,1,1,460,11,16212.799716944006,12159599.787708005,15147521498.742483,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.004,837,11,3,3,110,11,16470.9921960578,12353244.14704335,15388749182.823626,467060.8670949125,350295650.3211844,436372165761.57416,163.57640052388575,5561.5976178121155,6030898.310915144
11,0.004,893,11,1,1,101,11,17013.81428451137,12760360.713383527,15895904603.133265,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.003,805,11,1,1,770,11,16152.631585549763,12114473.689162323,15091306774.58963,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.005,783,11,3,3,152,11,15930.073724146749,11947555.293110061,14883372300.027962,467060.8670949125,350295650.3211844,436372165761.57416,163.57640052388575,5561.5976178121155,6030898.310915144
11,0.003,669,11,2,2,337,11,14723.11784028835,11042338.380216263,13755720659.474363,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.003,711,11,1,1,338,11,15178.938631656709,11384203.973742532,14181591289.925074,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
11,0.003,765,11,2,2,99,11,15745.644693701799,11809233.520276349,14711061363.457428,467060.8670949125,350295650.3211844,436372165761.57416,202.2898526451104,6877.854989933753,7458224.577172575
11,0.004,801,11,3,3,170,11,16112.39485168903,12084296.138766773,15053713835.563951,467060.8670949125,350295650.3211844,436372165761.57416,163.57640052388575,5561.5976178121155,6030898.310915144
11,0.003,773,11,1,1,257,11,15827.878077231393,11870908.557923544,14787891520.288828,467060.8670949125,350295650.3211844,436372165761.57416,288.1409568328545,9796.792532317053,10623468.937470512
