n,time (classical),T,depth,M tree,M total,T (first solution),depth (first solution),queries (detect),T-depth (detect),T-count (detect),queries (search),T-depth (search),T-count (search),queries (Grover),T-depth (Grover),T-count (Grover)
14,1.642,8391,14,1,1,2879,14,58892.799095948954,47349810.47314296,1561922544368.8535,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
14,2.169,8975,14,1,1,8247,14,60908.53350266357,48970460.93614151,1615382747681.284,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
14,2.694,10837,14,1,1,7385,14,66931.43306163902,53812872.181557775,1775118789235.4724,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
14,2.406,9253,14,3,3,44,14,61845.00999028628,49723388.03219017,1640219463896.898,2756563.3810530473,2216276958.36665,73108063395556.11,410.0058473741502,20500.292368707513,1197134253.151349
14,2.753,10193,14,1,1,1933,14,64911.55021372663,52188886.37183621,1721548563238.9407,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
14,1.787,5227,14,1,1,5006,14,46476.84032701444,37367379.62291961,1232633289844.578,1941903.5411929623,1561290447.1191418,51502101556379.17,736.4834675830049,36824.17337915024,2150382955.6819224
14,3.558,9315,14,2,2,512,14,62051.93772483248,49889757.930765316,1645707487876.1338,2756563.3810530473,2216276958.36665,73108063395556.11,504.81125938588195,25240.562969294097,1473946905.5323794
14,4.369,9113,14,3,3,1577,14,61375.188511694854,49345651.56340266,1627759116103.8665,2756563.3810530473,2216276958.36665,73108063395556.11,410.0058473741502,20500.292368707513,1197134253.151349
14,6.723,8355,14,2,2,436,14,58766.279984955654,47248089.107904345,1558567073839.562,2756563.3810530473,2216276958.36665,73108063395556.11,504.81125938588195,25240.562969294097,1473946905.5323794
14,6.17,6147,14,2,2,52,14,50403.25308950838,40524215.483964734,1336767457457.248,1941903.5411929623,1561290447.1191418,51502101556379.17,504.81125938588195,25240.562969294097,1473946905.5323794
14,19.685,15597,14,2,2,4716,14,80300.98002081388,64642288.91675517,2129698667475.9543,2756563.3810530473,2219033521.747703,73108066152119.48,504.81125938588195,25240.562969294097,1473946905.5323794
14,13.05,9809,14,1,1,5751,14,63676.673707971575,51196045.66120914,1688797845265.6301,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
14,12.113,10061,14,1,1,2540,14,64489.72761444083,51849741.00201043,1710361215419.467,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
14,5.627,4503,14,2,2,1150,14,43136.49085572365,34681738.64800181,1144042371678.5137,1941903.5411929623,1561290447.1191418,51502101556379.17,504.81125938588195,25240.562969294097,1473946905.5323794
14,18.195,14409,14,2,2,8091,14,77181.32424125366,62130966.014209196,2046960863342.1697,2756563.3810530473,2219033521.747703,73108066152119.48,504.81125938588195,25240.562969294097,1473946905.5323794
14,7.385,5765,14,2,2,3957,14,48811.28047795293,39244269.50427416,1294546032254.5657,1941903.5411929623,1561290447.1191418,51502101556379.17,504.81125938588195,25240.562969294097,1473946905.5323794
14,11.086,8905,14,1,1,945,14,60670.4528690364,48779044.10670527,1609068503584.4111,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
14,9.923,8371,14,1,1,6213,14,58822.544283511466,47293325.60394322,1560059284733.0237,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
14,10.535,8581,14,1,1,7027,14,59556.08813907391,47883094.86381542,1579513932888.218,2756563.3810530473,2216276958.36665,73108063395556.11,736.4834675830049,36824.17337915024,2150382955.6819224
