n,time (classical),T,depth,M tree,M total,T (first solution),depth (first solution),queries (detect),T-depth (detect),T-count (detect),queries (search),T-depth (search),T-count (search),queries (Grover),T-depth (Grover),T-count (Grover)
10,0.108572
10,0.064024
10,0.0496681
10,0.0497892
10,0.0540574
10,0.058367
10,0.055464
10,0.056663
10,0.047878
10,0.0977941
10,0.046699
10,0.0901167
10,0.0553908
10,0.0531912
10,0.0550878
10,0.0451171
10,0.0710568
10,0.0614951
10,0.0550828
10,0.0723751
10,0.0709877
10,0.0493472
10,0.047869
10,0.0518758
10,0.0539422
10,0.054517
10,0.0499349
10,0.0517159
10,0.0471497
10,0.0429242
10,0.0465991
10,0.0605021
10,0.0540149
10,0.0457511
10,0.0534689
10,0.0529349
10,0.0830736
10,0.0481138
10,0.0554402
10,0.0544989
10,0.060287
10,0.04493
10,0.0504141
10,0.0509503
10,0.051831
10,0.052165
10,0.044852
10,0.058486
10,0.0422881
10,0.0589788
11,0.0802269
11,0.0515411
11,0.045414
11,0.039155
11,0.0461321
11,0.0601821
11,0.0530701
11,0.053704
11,0.0690093
11,0.104981
11,0.0448999
11,0.0547009
11,0.0522711
11,0.0526531
11,0.0481501
11,0.0504651
11,0.060411
11,0.0547109
11,0.046453
11,0.0534029
11,0.0459282
11,0.100915
11,0.054425
11,0.0525429
11,0.0575519
11,0.0492539
11,0.0608802
11,0.0555179
11,0.0548551
11,0.0497031
11,0.053231
11,0.0519652
11,0.0703611
11,0.0606778
11,0.050931
11,0.0580051
11,0.0672269
11,0.0630329
11,0.0491338
11,0.0528111
11,0.0491798
11,0.045573
11,0.046103
11,0.045033
11,0.0735402
11,0.0578609
11,0.054697
11,0.0703261
11,0.0522749
11,0.0456491
12,0.0620401
12,0.048667
12,0.0471072
12,0.0513489
12,0.052567
12,0.045419
12,0.0531521
12,0.049068
12,0.0619369
12,0.057934
12,0.0460231
12,0.055048
12,0.0520198
12,0.049175
12,0.051223
12,0.0490792
12,0.0550609
12,0.0535769
12,0.051908
12,0.049196
12,0.0716259
12,0.057075
12,0.0500941
12,0.0479219
12,0.0473323
12,0.049509
12,0.0553229
12,0.0540669
12,0.065289
12,0.0556552
12,0.0473473
12,0.0521531
12,0.071974
12,0.0499017
12,0.047718
12,0.0472341
12,0.0458922
12,0.0487149
12,0.0491951
12,0.0475273
12,0.077791
12,0.0576301
12,0.046643
12,0.0457749
12,0.0487049
12,0.0507841
12,0.055037
12,0.0469797
12,0.0467532
12,0.0487061
13,0.062454
13,0.0405109
13,0.0549839
13,0.0432611
13,0.0585921
13,0.0498581
13,0.0528052
13,0.0516369
13,0.0465951
13,0.0527449
13,0.0567372
13,0.049052
13,0.0496001
13,0.050472
13,0.0464799
13,0.043376
13,0.0527709
13,0.0526402
13,0.0419192
13,0.0454898
13,0.051846
13,0.0502028
13,0.0450969
13,0.0623429
13,0.0414681
13,0.041657
13,0.044245
13,0.0528271
13,0.0404789
13,0.0557151
13,0.0486741
13,0.0567272
13,0.0432999
13,0.042752
13,0.0491722
13,0.0413291
13,0.0669188
13,0.0446289
13,0.0461979
13,0.0506723
13,0.044255
13,0.054132
13,0.052449
13,0.0513129
13,0.0483041
13,0.0401001
13,0.0469539
13,0.0607927
13,0.0552719
13,0.0660398
14,0.05181
14,0.0558221
14,0.05966
14,0.0453632
14,0.0484769
14,0.0365727
14,0.0431628
14,0.048363
14,0.0466602
14,0.0499821
14,0.0495167
14,0.058948
14,0.0561562
14,0.0472379
14,0.0369191
14,0.038897
14,0.0446348
14,0.0437479
14,0.0446169
14,0.0472851
14,0.0523939
14,0.0507121
14,0.049144
14,0.0500069
14,0.044241
14,0.0432057
14,0.0532501
14,0.047416
14,0.045629
14,0.048682
14,0.047791
14,0.0433049
14,0.0484529
14,0.0464017
14,0.0458128
14,0.0705369
14,0.063839
14,0.042856
14,0.0534079
14,0.0419083
14,0.0567119
14,0.0753829
14,0.0613098
14,0.0457017
14,0.0498393
14,0.0565219
14,0.051851
14,0.0759351
14,0.0452209
14,0.0477979
15,0.0400918
15,0.0540648
15,0.0490811
15,0.0512547
15,0.0490062
15,0.047713
15,0.0505342
15,0.0657711
15,0.0448039
15,0.048727
15,0.044363
15,0.0484669
15,0.0508649
15,0.054847
15,0.069195
15,0.0458028
15,0.0622349
15,0.0481341
15,0.0525701
15,0.0784431
15,0.0422449
15,0.0469542
15,0.051981
15,0.0533381
15,0.0465169
15,0.0464051
15,0.0380962
15,0.0499351
15,0.0463939
15,0.0497029
15,0.0427661
15,0.056597
15,0.0510573
15,0.0622568
15,0.042239
15,0.056113
15,0.0479419
15,0.055022
15,0.0450709
15,0.063081
15,0.0479543
15,0.0409789
15,0.038233
15,0.0635142
15,0.037595
